 num;dist(asec);            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ;  spec. type   
5536;   9737.64;TYC 1808-1338-1                    ;*  ;03 52 44.3800990320 +26 32 15.389076660;     ~   ;13.05    ;12.31    ;     ~   ;~              
5537;   9738.88;Gaia DR3 66284127201213952         ;WD?;03 58 29.5876426728 +25 05 49.496856252;     ~   ;     ~   ;     ~   ;     ~   ;~              
5538;   9739.19;TYC 1802-134-1                     ;*  ;03 36 26.2405685664 +25 10 19.831574604;     ~   ;11.20    ;9.93     ;     ~   ;~              
5539;   9739.72;CRTS J035407.5+215351              ;EB*;03 54 07.5168819792 +21 53 50.684584776;     ~   ;     ~   ;16.62    ;     ~   ;~              
5540;   9739.91;CRTS J035349.1+215059              ;RS*;03 53 49.12 +21 50 59.8                ;     ~   ;     ~   ;15.69    ;     ~   ;~              
5541;   9741.43;LAMOST J033539.04+243048.5         ;WD*;03 35 39.0447498384 +24 30 48.526387272;     ~   ;     ~   ;     ~   ;     ~   ;DA?            
5542;   9741.52;TYC 1808-2177-1                    ;*  ;03 48 01.8594988848 +26 49 08.027107500;     ~   ;12.17    ;10.93    ;     ~   ;~              
5543;   9746.38;HD 283144                          ;*  ;03 57 59.9300701104 +25 21 25.455323304;     ~   ;11.80    ;11.46    ;     ~   ;F5             
5544;   9746.93;TYC 1261-967-1                     ;*  ;03 56 08.0362027488 +22 17 56.509513116;     ~   ;12.44    ;11.67    ;     ~   ;~              
5545;   9749.40;LEDA 1657364                       ;G  ;03 53 26.6 +21 47 35                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5546;   9752.66;TYC 1817-539-1                     ;*  ;03 58 43.2802678008 +24 57 34.166554920;     ~   ;12.64    ;11.81    ;     ~   ;~              
5547;   9753.01;TYC 1817-1903-1                    ;*  ;03 55 30.240 +26 06 37.39              ;     ~   ;12.88    ;11.99    ;     ~   ;~              
5548;   9753.69;HD 24983                           ;*  ;03 59 03.4385479440 +23 37 41.158618500;     ~   ;8.42     ;7.36     ;     ~   ;K0             
5549;   9756.78;LEDA 1684103                       ;G  ;03 36 10.8 +23 15 08                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5550;   9757.24;TYC 1261-695-1                     ;*  ;03 53 10.4869505352 +21 45 17.116787736;     ~   ;12.18    ;11.21    ;     ~   ;~              
5551;   9760.53;Gaia DR3 65310750172117248         ;WD?;03 56 12.3960738600 +22 18 42.634650708;     ~   ;     ~   ;     ~   ;     ~   ;~              
5552;   9761.61;HAT 259-10297                      ;*  ;03 35 31.9250858496 +24 00 09.606715524;     ~   ;     ~   ;     ~   ;     ~   ;~              
5553;   9762.06;HAT 259-07253                      ;*  ;03 40 40.9939826112 +21 53 18.701305080;     ~   ;     ~   ;     ~   ;     ~   ;~              
5554;   9762.08;UGCS J033642.46+251926.4           ;*  ;03 36 42.4548203976 +25 19 26.814827424;     ~   ;     ~   ;     ~   ;     ~   ;~              
5555;   9762.09;TXS 0352+219                       ;Rad;03 55 14.3 +22 05 26                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5556;   9763.29;V* V567 Tau                        ;Er*;03 52 48.6892022497 +21 42 28.110872775;     ~   ;16.186   ;14.757   ;     ~   ;~              
5557;   9766.33;2MASS J03502503+2129397            ;*  ;03 50 25.0362107760 +21 29 39.844871520;     ~   ;     ~   ;     ~   ;     ~   ;~              
5558;   9769.89;LEDA 1682409                       ;G  ;03 36 19.2 +23 09 16                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5559;   9770.48;2MASS J03541557+2154314            ;EB*;03 54 15.5754402888 +21 54 31.412734632;     ~   ;     ~   ;     ~   ;     ~   ;~              
5560;   9773.69;TYC 1260-315-1                     ;*  ;03 49 40.5686667192 +21 27 10.477909224;     ~   ;11.69    ;10.80    ;     ~   ;~              
5561;   9776.04;TYC 1817-1520-1                    ;*  ;03 57 20.4214262112 +25 37 49.994828112;     ~   ;12.34    ;11.81    ;     ~   ;~              
5562;   9779.48;HAT 214-14023                      ;*  ;03 48 39.0169036752 +26 49 06.582754128;     ~   ;     ~   ;     ~   ;     ~   ;~              
5563;   9785.00;Cl* Melotte 22 DH 868              ;*  ;03 58 56.1354723946 +23 27 53.855571696;     ~   ;17.819   ;16.220   ;     ~   ;~              
5564;   9787.50;Cl* Melotte 22 HHJ 413             ;PM*;03 43 18.4408101168 +26 40 24.689651160;     ~   ;18.023   ;16.450   ;     ~   ;~              
5565;   9790.01;TYC 1261-461-1                     ;*  ;03 52 11.2548858840 +21 37 50.849642064;     ~   ;12.76    ;13.47    ;     ~   ;~              
5566;   9793.90;UCAC4 566-008722                   ;*  ;03 58 23.3817159744 +23 05 07.721686464;     ~   ;13.721   ;12.611   ;12.340   ;~              
5567;   9798.06;Gaia DR3 66253821911568384         ;WD?;03 59 03.5569280760 +24 43 11.064121968;     ~   ;     ~   ;     ~   ;     ~   ;~              
5568;   9799.61;1RXS J035652.5+222849              ;X  ;03 56 52.500 +22 28 49.51              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5569;   9800.31;* 32 Tau                           ;PM*;03 56 52.0771099872 +22 28 40.704869352;     ~   ;5.946    ;5.617    ;     ~   ;F2IVs          
5570;   9800.33;UGCS J033737.45+254149.7           ;*  ;03 37 37.4546999400 +25 41 50.015582808;     ~   ;     ~   ;     ~   ;     ~   ;~              
5571;   9800.83;TYC 1808-236-1                     ;PM*;03 53 49.3415798472 +26 25 10.982210232;     ~   ;12.15    ;11.50    ;     ~   ;~              
5572;   9801.34;TYC 1807-2037-1                    ;*  ;03 41 45.1718701776 +26 31 18.232952844;     ~   ;11.50    ;10.44    ;     ~   ;~              
5573;   9802.27;HD 283026                          ;*  ;03 51 26.5430814168 +26 40 55.069889304;     ~   ;11.270   ;10.112   ;9.827    ;K0             
5574;   9804.95;Cl* Melotte 22 DH 768              ;Er*;03 52 45.6583321257 +21 41 19.979365194;     ~   ;     ~   ;     ~   ;     ~   ;~              
5575;   9805.56;2MASS J03591113+2434425            ;RG*;03 59 11.1468244130 +24 34 42.527285350;     ~   ;     ~   ;     ~   ;     ~   ;~              
5576;   9806.69;IRAS 03539+2537                    ;FIR;03 56 57.5 +25 46 05                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5577;   9808.79;DANCe J03484822+2124405            ;Er*;03 48 48.2181653880 +21 24 40.601680964;     ~   ;     ~   ;     ~   ;     ~   ;~              
5578;   9808.80;Cl* Melotte 22 DH 735              ;*  ;03 52 02.4894560688 +21 36 37.785583260;     ~   ;     ~   ;     ~   ;     ~   ;~              
5579;   9808.94;GB6 B0355+2256                     ;Rad;03 58 25.30 +23 05 32.0                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5580;   9813.10;LEDA 1789829                       ;G  ;03 46 42.5 +26 50 17                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5581;   9814.97;Cl* Melotte 22 PELS 117            ;*  ;03 59 19.0277237688 +24 20 44.526800148;     ~   ;14.22    ;13.10    ;     ~   ;~              
5582;   9815.26;UCAC4 570-007853                   ;*  ;03 35 31.1546050080 +23 51 10.335486024;     ~   ;14.100   ;12.827   ;12.507   ;~              
5583;   9817.59;HD 283027                          ;*  ;03 51 42.8480765976 +26 39 49.775765940;     ~   ;11.49    ;10.31    ;     ~   ;M:             
5584;   9821.89;UCAC4 560-008128                   ;*  ;03 53 45.7469346792 +21 48 52.785141912;     ~   ;15.298   ;14.296   ;14.077   ;~              
5585;   9823.31;TYC 1247-753-1                     ;*  ;03 37 52.6648259880 +22 29 01.977589176;     ~   ;12.57    ;12.05    ;     ~   ;~              
5586;   9826.62;TYC 1798-47-1                      ;*  ;03 35 26.3869572264 +24 04 53.814077292;     ~   ;11.77    ;10.66    ;     ~   ;~              
5587;   9827.46;UCAC4 567-008817                   ;*  ;03 58 41.0849938224 +23 14 07.020710160;     ~   ;13.502   ;12.351   ;12.068   ;~              
5588;   9827.64;UCAC4 559-007980                   ;*  ;03 52 29.7483215688 +21 39 06.776880624;     ~   ;14.367   ;13.481   ;13.276   ;~              
5589;   9829.17;TYC 1261-709-1                     ;*  ;03 54 27.0392399664 +21 55 13.680944868;     ~   ;11.68    ;10.94    ;     ~   ;~              
5590;   9830.46;2MASS J03361630+2508491            ;Y*O;03 36 16.2942923928 +25 08 49.131344472;     ~   ;17.913   ;16.348   ;     ~   ;~              
5591;   9831.12;TYC 1813-1356-1                    ;*  ;03 57 31.1140665936 +22 40 42.714021468;     ~   ;12.76    ;11.80    ;     ~   ;~              
5592;   9831.48;HD 283133                          ;*  ;03 57 03.1208733288 +25 45 03.617437716;     ~   ;12.44    ;10.86    ;     ~   ;K0             
5593;   9834.85;UCAC4 562-007476                   ;*  ;03 38 41.8022402040 +22 15 20.152033740;     ~   ;13.641   ;11.875   ;11.385   ;~              
5594;   9837.07;UGCS J035335.39+214705.6           ;*  ;03 53 35.3817891600 +21 47 05.986111776;     ~   ;     ~   ;     ~   ;     ~   ;~              
5595;   9839.60;TYC 1260-449-1                     ;*  ;03 49 41.6777246736 +21 26 06.346533372;     ~   ;11.44    ;10.21    ;     ~   ;~              
5596;   9841.15;Cl* Melotte 22 IPMBD 21            ;LM*;03 49 16.1728627224 +26 49 03.238482684;     ~   ;     ~   ;     ~   ;     ~   ;~              
5597;   9841.24;LEDA 1755833                       ;G  ;03 38 23.3 +25 56 06                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5598;   9844.04;HAT 260-11677                      ;*  ;03 49 48.9801725712 +21 26 22.268363532;     ~   ;     ~   ;     ~   ;     ~   ;~              
5599;   9844.11;TYC 1260-1079-1                    ;*  ;03 47 23.7809365656 +21 22 55.888306968;     ~   ;11.17    ;10.99    ;     ~   ;~              
5600;   9847.28;TYC 1813-110-1                     ;*  ;03 59 21.8632758216 +24 19 11.787112848;     ~   ;12.93    ;11.90    ;     ~   ;~              
5601;   9853.25;BD+20 629                          ;*  ;03 46 43.4430366336 +21 23 02.730231528;     ~   ;11.01    ;9.59     ;9.03     ;~              
5602;   9853.26;HD 283271                          ;PM*;03 59 21.1156309848 +24 22 48.491470740;     ~   ;11.63    ;10.67    ;     ~   ;G5             
5603;   9853.46;NVSS J035910+233726                ;Rad;03 59 10.61 +23 37 25.3                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5604;   9856.75;TYC 1808-1254-1                    ;*  ;03 49 22.6754962368 +26 49 04.885723380;     ~   ;12.77    ;11.75    ;     ~   ;~              
5605;   9857.07;Cl* Melotte 22 PELS 154            ;PM*;03 52 40.1327318904 +26 34 57.054631152;     ~   ;12.24    ;11.45    ;     ~   ;~              
5606;   9857.22;Gaia DR3 70315898900216832         ;*  ;03 44 13.4845038504 +26 45 33.509809800;     ~   ;     ~   ;     ~   ;     ~   ;~              
5607;   9857.59;CRTS J034551.3+264957              ;EB*;03 45 51.3869022624 +26 49 57.514350792;     ~   ;     ~   ;17.19    ;     ~   ;~              
5608;   9857.87;2MASX J03421197+2635245            ;G  ;03 42 11.9972254824 +26 35 24.807683112;     ~   ;18.8     ;     ~   ;     ~   ;~              
5609;   9858.48;BD+25 582                          ;*  ;03 38 58.6774479168 +26 04 56.895212388;     ~   ;11.58    ;10.40    ;     ~   ;K2             
5610;   9858.93;NVSS J034823+265046                ;Rad;03 48 22.83 +26 50 46.7                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5611;   9862.41;TYC 1813-172-1                     ;*  ;03 59 22.8529256520 +23 57 53.520282972;     ~   ;11.68    ;10.61    ;     ~   ;~              
5612;   9864.11;HAT 259-06968                      ;*  ;03 40 33.2139354600 +21 52 29.422611840;     ~   ;     ~   ;     ~   ;     ~   ;~              
5613;   9866.90;CRTS J034336.4+264312              ;EB*;03 43 36.4350130968 +26 43 13.011357180;     ~   ;     ~   ;16.01    ;     ~   ;~              
5614;   9871.02;Wolf 1264                          ;PM*;03 43 31.7493340920 +21 31 25.722823584;     ~   ;11.70    ;10.97    ;     ~   ;~              
5615;   9874.38;TYC 1817-559-1                     ;*  ;03 59 15.2411652120 +24 36 06.884318808;     ~   ;12.42    ;11.35    ;     ~   ;~              
5616;   9874.90;HAT 214-07442                      ;*  ;03 51 17.2884475776 +26 42 55.580303484;     ~   ;     ~   ;     ~   ;     ~   ;~              
5617;   9877.64;CRTS J034813.5+265114              ;EB*;03 48 13.5848937408 +26 51 14.805128736;     ~   ;     ~   ;14.11    ;     ~   ;~              
5618;   9879.45;UCAC4 572-009610                   ;PM*;03 59 25.1633981040 +24 14 56.637748140;     ~   ;     ~   ;     ~   ;15.664   ;~              
5619;   9880.56;TYC 1817-1198-1                    ;*  ;03 56 58.6889647656 +25 47 45.915207396;     ~   ;13.11    ;11.78    ;     ~   ;~              
5620;   9881.51;ATO J058.4016+26.4760              ;V* ;03 53 36.3939337948 +26 28 33.840766055;     ~   ;16.196   ;15.475   ;15.415   ;~              
5621;   9882.68;HD 24655                           ;PM*;03 56 03.8788158192 +22 13 37.093787508;     ~   ;9.50     ;9.08     ;     ~   ;F8             
5622;   9884.10;HAT 259-05627                      ;*  ;03 37 19.7380350432 +25 38 25.359281304;     ~   ;     ~   ;     ~   ;     ~   ;~              
5623;   9884.90;LEDA 1750657                       ;G  ;03 37 51.4 +25 48 30                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5624;   9887.00;TYC 1813-896-1                     ;*  ;03 59 04.6797178416 +23 28 42.448952712;     ~   ;12.01    ;11.55    ;     ~   ;~              
5625;   9888.50;TYC 1817-1217-1                    ;*  ;03 56 13.3427630328 +26 00 06.447080988;     ~   ;12.17    ;11.13    ;     ~   ;~              
5626;   9889.20;TYC 1247-590-1                     ;*  ;03 40 10.3743917400 +21 55 48.037613988;     ~   ;12.58    ;11.48    ;     ~   ;~              
5627;   9889.72;LP 413-52                          ;PM*;03 50 27.7383159024 +21 27 42.178116528;     ~   ;17.3     ;     ~   ;15.7     ;~              
5628;   9894.88;HD 283145                          ;*  ;03 58 19.5000002688 +25 17 57.858953676;     ~   ;11.28    ;10.77    ;     ~   ;F8             
5629;   9895.75;TYC 1247-164-1                     ;*  ;03 38 54.5544086160 +22 10 51.261733092;     ~   ;14.57    ;11.50    ;     ~   ;~              
5630;   9899.22;HD 282939                          ;PM*;03 49 50.9708761056 +26 48 37.116426276;     ~   ;10.11    ;9.58     ;     ~   ;G0             
5631;   9901.84;TYC 1261-822-1                     ;*  ;03 53 55.6673293248 +21 48 45.950231448;     ~   ;12.89    ;11.89    ;     ~   ;~              
5632;   9902.39;BD+21 546B                         ;PM*;03 53 38.3342237640 +21 46 14.515210992;     ~   ;12.48    ;11.74    ;     ~   ;~              
5633;   9903.43;TYC 1261-810-1                     ;*  ;03 54 26.1464509848 +21 53 33.001263132;     ~   ;10.84    ;10.11    ;     ~   ;~              
5634;   9903.43;BD+21 546                          ;** ;03 53 38.277192 +21 46 12.82728        ;     ~   ;10.82    ;10.24    ;10.19    ;~              
5635;   9903.55;BD+21 546A                         ;PM*;03 53 38.2751468496 +21 46 12.671824368;     ~   ;11.18    ;10.55    ;     ~   ;~              
5636;   9903.58;TYC 1808-1222-1                    ;*  ;03 53 03.1631352888 +26 33 11.743185132;     ~   ;12.27    ;10.84    ;     ~   ;~              
5637;   9906.61;TYC 1813-1425-1                    ;*  ;03 58 33.8033433552 +23 06 00.243106524;     ~   ;12.56    ;11.80    ;     ~   ;~              
5638;   9908.58;ASAS J034106+2628.2                ;V* ;03 41 05.4714800952 +26 28 15.428734824;     ~   ;11.81    ;10.06    ;9.05     ;~              
5639;   9909.25;TYC 1807-2046-1                    ;*  ;03 40 04.6287467136 +26 18 55.116398232;     ~   ;12.24    ;11.33    ;     ~   ;~              
5640;   9909.71;TYC 1807-1689-1                    ;*  ;03 45 29.1020491032 +26 50 06.840611124;     ~   ;12.09    ;11.05    ;     ~   ;~              
5641;   9911.86;Cl* Melotte 22 DH 866              ;Er*;03 58 30.9837380496 +23 04 12.925942176;     ~   ;     ~   ;     ~   ;     ~   ;~              
5642;   9916.21;TYC 1798-836-1                     ;PM*;03 35 21.4571666496 +23 57 04.629777408;     ~   ;10.81    ;10.08    ;     ~   ;~              
5643;   9916.24;HAT 260-08322                      ;*  ;03 52 30.7147403136 +21 37 35.229003888;     ~   ;     ~   ;     ~   ;     ~   ;~              
5644;   9917.99;2MASX J03351952+2408195            ;G  ;03 35 19.5157801968 +24 08 19.317011928;     ~   ;     ~   ;     ~   ;     ~   ;~              
5645;   9924.37;TYC 1260-1104-1                    ;*  ;03 46 53.8958082024 +21 21 44.368325496;     ~   ;11.42    ;10.10    ;     ~   ;~              
5646;   9924.89;TYC 1808-2184-1                    ;*  ;03 46 20.9758731864 +26 51 48.143990880;     ~   ;11.8     ;11.6     ;     ~   ;~              
5647;   9925.76;BD+22 516                          ;*  ;03 36 33.0591467136 +22 55 33.459488256;     ~   ;10.58    ;9.61     ;     ~   ;G5             
5648;   9927.37;UGCS J033726.25+223430.8           ;*  ;03 37 26.2400785104 +22 34 31.138511664;     ~   ;     ~   ;     ~   ;     ~   ;~              
5649;   9931.91;Cl* Melotte 22 DH 104              ;PM*;03 39 22.4067035066 +26 11 36.342917243;     ~   ;     ~   ;18.20    ;     ~   ;~              
5650;   9934.31;IRAS 03472+2116                    ;FIR;03 50 10.8 +21 25 57                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5651;   9937.69;IRAS 03547+2233                    ;FIR;03 57 44.1 +22 42 11                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5652;   9938.66;WISE J035724.58+254118.5           ;G  ;03 57 24.58 +25 41 18.5                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5653;   9939.60;Cl* Melotte 22 PLIZ 13             ;LM*;03 55 04.3513018872 +26 15 50.406424200;     ~   ;     ~   ;     ~   ;     ~   ;~              
5654;   9940.77;TYC 1260-1098-1                    ;*  ;03 46 37.7501352648 +21 21 39.833418276;     ~   ;12.84    ;11.92    ;     ~   ;~              
5655;   9943.70;BD+22 517                          ;*  ;03 36 53.3387601336 +22 46 06.338221068;     ~   ;12.77    ;10.81    ;     ~   ;K0             
5656;   9946.09;1RXS J034923.1+265034              ;X  ;03 49 23.100 +26 50 34.51              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5657;   9949.12;HD 24998                           ;*  ;03 59 13.3615404936 +24 44 47.103915120;     ~   ;9.69     ;9.39     ;     ~   ;A0             
5658;   9949.67;TYC 1813-833-1                     ;*  ;03 58 45.9071853168 +23 11 11.005747080;     ~   ;12.13    ;11.25    ;     ~   ;~              
5659;   9950.37;Gaia DR3 66259663067306368         ;WD?;03 59 05.5001972112 +24 52 06.027580956;     ~   ;     ~   ;     ~   ;     ~   ;~              
5660;   9951.50;CRTS J033744.7+254822              ;EB*;03 37 44.7512041728 +25 48 22.113552888;     ~   ;     ~   ;17.88    ;     ~   ;~              
5661;   9952.66;TYC 1803-499-1                     ;*  ;03 38 40.4759833848 +26 03 02.785136616;     ~   ;11.66    ;10.83    ;     ~   ;~              
5662;   9953.00;LP 357-271                         ;PM*;03 55 25.6875761952 +26 12 03.393707616;     ~   ;14.39    ;13.63    ;     ~   ;~              
5663;   9954.46;TYC 1808-1285-1                    ;*  ;03 52 30.0842759328 +26 37 49.153900296;     ~   ;12.65    ;11.64    ;     ~   ;~              
5664;   9954.49;LSPM J0354+2626                    ;BD?;03 54 03.9691765296 +26 26 06.657964548;     ~   ;21.3     ;     ~   ;18.8     ;~              
5665;   9956.48;Gaia DR3 70477806285886976         ;*  ;03 50 50.0076184128 +26 46 17.596138584;     ~   ;     ~   ;     ~   ;     ~   ;~              
5666;   9957.95;HAT 259-02567                      ;*  ;03 36 19.4806001640 +25 16 01.186193064;     ~   ;     ~   ;     ~   ;     ~   ;~              
5667;   9959.54;TXS 0333+229                       ;Rad;03 36 10.8 +23 05 35                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5668;   9962.52;HAT 259-06849                      ;*  ;03 37 45.0082037664 +22 27 31.544952696;     ~   ;     ~   ;     ~   ;     ~   ;~              
5669;   9963.05;Cl* Melotte 22 AK IV-624           ;*  ;03 59 30.0693133008 +24 20 10.138134912;     ~   ;12.57    ;11.34    ;     ~   ;~              
5670;   9963.86;TYC 1261-959-1                     ;*  ;03 56 20.3942334048 +22 15 42.579321840;     ~   ;11.76    ;11.26    ;     ~   ;~              
5671;   9968.64;1RXS J035930.4+242025              ;X  ;03 59 30.401 +24 20 25.51              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5672;   9969.62;Cl* Melotte 22 AK 5201             ;PM*;03 56 11.1143097264 +22 13 16.284084924;     ~   ;12.370   ;11.543   ;     ~   ;~              
5673;   9971.54;TYC 1260-182-1                     ;*  ;03 51 38.2782036600 +21 31 28.582153788;     ~   ;12.36    ;11.62    ;     ~   ;~              
5674;   9972.51;2MASX J03414293+2634165            ;G  ;03 41 42.9223459224 +26 34 16.143755376;     ~   ;     ~   ;     ~   ;     ~   ;~              
5675;   9975.34;Cl* Melotte 22 AK III-741          ;*  ;03 41 19.7574555432 +26 31 27.326138160;     ~   ;12.66    ;11.52    ;     ~   ;~              
5676;   9975.77;Cl* Melotte 22 MBSC 95             ;*  ;03 49 28.7955556080 +26 50 51.655589808;     ~   ;     ~   ;     ~   ;     ~   ;~              
5677;   9977.08;Cl* Melotte 22 IPMBD 22            ;LM*;03 49 33.0422138136 +26 50 42.925107660;     ~   ;     ~   ;     ~   ;     ~   ;~              
5678;   9983.47;TYC 1813-1492-1                    ;*  ;03 58 18.4508558688 +22 55 01.270984800;     ~   ;11.13    ;10.10    ;     ~   ;~              
5679;   9986.37;ATO J054.8177+26.1931              ;V* ;03 39 16.2515340278 +26 11 35.335000780;     ~   ;16.545   ;15.443   ;15.426   ;~              
5680;   9988.19;TYC 1807-994-1                     ;*  ;03 45 38.7266791608 +26 51 45.990660420;     ~   ;11.48    ;10.93    ;     ~   ;~              
5681;   9989.29;Gaia DR3 69423542135264896         ;WD?;03 37 31.0667361888 +25 45 15.065737200;     ~   ;     ~   ;     ~   ;     ~   ;~              
5682;   9991.08;NVSS J035911+232734                ;Rad;03 59 11.23 +23 27 34.2                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5683;   9991.70;TYC 1798-441-1                     ;*  ;03 35 15.2945183784 +24 18 13.006132704;     ~   ;10.73    ;9.82     ;     ~   ;~              
5684;   9992.60;TYC 1261-1035-1                    ;*  ;03 56 13.9801325928 +22 13 24.821058324;     ~   ;13.15    ;11.56    ;     ~   ;~              
5685;   9994.97;LP 356-240                         ;PM*;03 35 14.2781478912 +24 14 14.730743688;     ~   ;16.0     ;     ~   ;14.2     ;~              
5686;   9997.82;TYC 1802-1445-1                    ;*  ;03 36 39.5322822576 +25 26 48.797477160;     ~   ;12.45    ;12.16    ;     ~   ;~              
5687;   9999.10;V* V577 Tau                        ;Er*;03 54 34.7925974872 +21 53 02.070406773;     ~   ;17.031   ;15.512   ;     ~   ;~              
5688;   9999.64;2MASS J03372413+2543204            ;Y*O;03 37 24.1400012115 +25 43 20.390816993;     ~   ;     ~   ;     ~   ;     ~   ;~              
5689;  10001.60;TYC 1261-1629-1                    ;*  ;03 54 12.7313495592 +21 49 23.211770700;     ~   ;12.74    ;12.87    ;     ~   ;~              
5690;  10003.25;Cl* Melotte 22 AK V-88             ;PM*;03 53 02.3683094712 +21 39 36.572422968;     ~   ;11.500   ;10.713   ;     ~   ;~              
5691;  10008.08;V* V1288 Tau                       ;BY*;03 53 31.3531731456 +26 31 40.971524700;     ~   ;12.808   ;11.899   ;11.16    ;G7IV           
5692;  10008.87;Gaia DR3 69385540264474368         ;BD?;03 36 32.2546156440 +25 24 03.282548112;     ~   ;     ~   ;     ~   ;     ~   ;~              
5693;  10009.75;TYC 1802-1517-1                    ;*  ;03 35 54.3318871824 +25 04 02.922509676;     ~   ;12.00    ;12.06    ;     ~   ;~              
5694;  10011.14;HAT 214-13033                      ;*  ;03 45 46.0570358232 +26 52 22.956766608;     ~   ;     ~   ;     ~   ;     ~   ;~              
5695;  10011.79;HD 283129                          ;*  ;03 55 35.0489702880 +26 11 29.471047692;     ~   ;11.72    ;10.15    ;     ~   ;K7             
5696;  10011.84;LEDA 3089655                       ;G  ;03 59 26.52 +23 42 55.3                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5697;  10012.20;Cl* Melotte 22 MBSC 29             ;*  ;03 49 38.2335138072 +26 51 05.894422596;     ~   ;     ~   ;     ~   ;     ~   ;~              
5698;  10012.26;LEDA 87231                         ;LSB;03 46 58.4 +21 20 14                   ;     ~   ;17.78    ;     ~   ;     ~   ;~              
5699;  10012.94;Gaia DR3 68497822064144000         ;WD?;03 35 31.1496572136 +24 46 06.269738556;     ~   ;     ~   ;     ~   ;     ~   ;~              
5700;  10013.56;UGCS J034913.22+212200.8           ;*  ;03 49 13.2164246088 +21 22 01.049030544;     ~   ;     ~   ;     ~   ;     ~   ;~              
5701;  10014.60;Cl* Melotte 22 PLIZ 29             ;LM*;03 49 45.24310 +26 50 50.3368          ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5702;  10014.63;UGCS J034020.08+215133.6           ;*  ;03 40 20.0808725160 +21 51 33.938373888;     ~   ;     ~   ;     ~   ;     ~   ;~              
5703;  10014.69;HD 283263                          ;*  ;03 58 37.8754757664 +25 13 31.065695544;     ~   ;10       ;     ~   ;     ~   ;G0             
5704;  10015.83;NVSS J034432+264922                ;Rad;03 44 32.3389167240 +26 49 22.401551028;     ~   ;     ~   ;     ~   ;     ~   ;~              
5705;  10016.22;HAT 214-18818                      ;V* ;03 44 32.7348770664 +26 49 24.090310560;     ~   ;15.49    ;14.74    ;14.53    ;~              
5706;  10019.33;4C 25.12                           ;Rad;03 37 32.60 +25 46 35.0                ;     ~   ;18       ;     ~   ;     ~   ;~              
5707;  10020.93;TYC 1261-829-1                     ;*  ;03 54 12.6070143816 +21 48 58.731442740;     ~   ;11.08    ;10.22    ;     ~   ;~              
5708;  10023.72;ZTF18acrfond                       ;ev ;03 59 26.90 +24 35 20.4                ;     ~   ;     ~   ;     ~   ;     ~   ;SNIa           
5709;  10025.88;TYC 1807-1246-1                    ;*  ;03 45 49.7758345824 +26 52 44.417209944;     ~   ;11.23    ;10.73    ;     ~   ;~              
5710;  10026.81;CRTS J035843.9+230625              ;EB*;03 58 43.9421449416 +23 06 25.525188756;     ~   ;     ~   ;18.98    ;     ~   ;~              
5711;  10027.18;TYC 1260-571-1                     ;*  ;03 47 51.7798229832 +21 20 00.188264328;     ~   ;12.49    ;11.77    ;     ~   ;~              
5712;  10027.68;Cl* Melotte 22 PELS 107            ;*  ;03 35 12.0 +24 15 00                   ;     ~   ;     ~   ;14.6     ;     ~   ;~              
5713;  10031.37;TYC 1802-679-1                     ;*  ;03 37 21.3123205392 +25 43 20.954911944;     ~   ;12.30    ;11.30    ;     ~   ;~              
5714;  10031.55;HD 283028                          ;*  ;03 52 05.0995302456 +26 41 40.613790516;     ~   ;11.62    ;11.05    ;     ~   ;G0             
5715;  10032.25;DANCe J03460779+2120430            ;*  ;03 46 07.7901678000 +21 20 43.292519340;     ~   ;     ~   ;     ~   ;     ~   ;~              
5716;  10037.11;Gaia DR3 65366962704721664         ;WD?;03 58 14.7720672624 +22 51 21.613509324;     ~   ;     ~   ;     ~   ;     ~   ;~              
5717;  10038.73;LEDA 1689608                       ;G  ;03 35 26.7 +23 33 58                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
5718;  10040.46;Cl* Melotte 22 DH 44               ;Er*;03 35 16.2656850624 +23 47 58.025335020;     ~   ;     ~   ;     ~   ;     ~   ;~              
