 num|dist(asec)|            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  spec. type   
6292|  15662.71|SDSS J040859.93+162111.8           |WD*|04 08 59.9334654072 +16 21 11.864697768|     ~   |     ~   |     ~   |     ~   |DA             
6293|  15663.87|UCAC4 549-010087                   |** |04 34 58.05312 +19 46 58.9008          |     ~   |14.865   |13.227   |13.167   |~              
6294|  15664.12|Gaia DR3 3410794268906748288       |*  |04 34 58.0643155639 +19 46 59.101763115|     ~   |     ~   |     ~   |     ~   |~              
6295|  15664.44|TYC 1267-47-1                      |*  |04 44 49.1813278656 +15 09 16.403138460|     ~   |12.35    |11.78    |     ~   |~              
6296|  15665.01|HD 285974                          |*  |04 42 37.2318375696 +18 06 00.490598712|     ~   |11.63    |10.29    |     ~   |K5             
6297|  15668.41|HD 285980                          |*  |04 44 07.6276553208 +17 19 04.277989308|     ~   |11.24    |10.86    |     ~   |A0             
6298|  15668.70|CRTS J044259.7+175629              |EB*|04 42 59.8004486064 +17 56 29.391769572|     ~   |     ~   |16.51    |     ~   |~              
6299|  15669.59|LP 474-154                         |PM*|04 10 34.6758946440 +14 04 22.961885196|     ~   |     ~   |     ~   |     ~   |~              
6300|  15672.99|2MASS J04424661+1802231            |*  |04 42 46.6138455576 +18 02 23.177166108|     ~   |     ~   |     ~   |     ~   |G3V            
6301|  15674.16|UCAC4 523-009280                   |*  |04 44 14.0460774288 +14 34 21.998808588|     ~   |16.801   |15.179   |14.838   |~              
6302|  15677.88|HD 285479                          |*  |04 09 21.0212403720 +16 53 21.222833496|     ~   |11.50    |10.88    |     ~   |F8             
6303|  15677.93|Cl* Melotte 25 VA 774              |*  |04 35 43.7549704080 +12 03 39.795215220|     ~   |18.88    |17.4     |16.36    |~              
6304|  15679.84|HD 284517                          |*  |04 31 09.3621447672 +20 06 31.162607172|     ~   |11.52    |10.78    |     ~   |F2             
6305|  15680.71|2MASS J04443915+1456001            |*  |04 44 39.1604397816 +14 56 00.015476244|     ~   |     ~   |     ~   |     ~   |~              
6306|  15681.12|LEDA 1429531                       |G  |04 41 47.0 +13 22 45                   |     ~   |     ~   |     ~   |     ~   |~              
6307|  15684.96|TYC 690-745-1                      |*  |04 36 03.4840511400 +12 06 14.979401712|     ~   |12.60    |11.98    |     ~   |~              
6308|  15685.68|UCAC4 551-009811                   |*  |04 30 47.4964577831 +20 07 46.459373558|     ~   |     ~   |     ~   |13.394   |~              
6309|  15691.81|2MASS J04381752+1917456            |G  |04 38 17.5155392160 +19 17 45.583700172|     ~   |     ~   |     ~   |     ~   |~              
6310|  15693.32|ATO J066.0740+11.5571              |V* |04 24 17.7573125909 +11 33 25.699068592|     ~   |     ~   |     ~   |     ~   |~              
6311|  15694.74|PM2000 185149                      |*  |04 45 06.9904540992 +16 05 12.155182296|     ~   |     ~   |15.754   |     ~   |~              
6312|  15697.09|2MASS J04173529+1209055            |*  |04 17 35.2857728448 +12 09 05.433457752|     ~   |     ~   |     ~   |     ~   |~              
6313|  15700.28|PGCC G175.42-23.04                 |MoC|04 13 01.515 +18 40 34.17              |     ~   |     ~   |     ~   |     ~   |~              
6314|  15700.62|HIPASS J0443+14                    |HI |04 43 54.9 +14 19 57                   |     ~   |     ~   |     ~   |     ~   |~              
6315|  15701.30|CRTS J043712.6+192913              |EB*|04 37 12.6779640192 +19 29 14.318185560|     ~   |     ~   |15.60    |     ~   |~              
6316|  15702.42|UCAC4 549-010143                   |*  |04 35 47.6242571148 +19 41 36.709522413|     ~   |13.806   |12.525   |12.383   |~              
6317|  15705.99|[MJR2015] 4458                     |FIR|04 44 38.04960 +16 56 20.1840          |     ~   |     ~   |     ~   |     ~   |~              
6318|  15706.09|HD 286049                          |*  |04 44 27.0938491536 +14 42 56.966716152|     ~   |11.08    |10.55    |     ~   |A0             
6319|  15708.50|HD 286594                          |*  |04 14 29.8395576144 +12 43 30.796596084|     ~   |12.25    |11.49    |11.30    |G0             
6320|  15711.31|Gaia DR3 3410572717313072768       |*  |04 37 35.6771207784 +19 25 38.648324856|     ~   |     ~   |     ~   |     ~   |~              
6321|  15712.85|IRAS 04421+1516                    |FIR|04 45 00.3 +15 21 36                   |     ~   |     ~   |     ~   |     ~   |~              
6322|  15713.07|Gaia DR2 3304214445001233536       |WD?|04 16 20.4718880880 +12 20 55.987308096|     ~   |     ~   |     ~   |     ~   |~              
6323|  15713.48|UCAC4 551-009744                   |*  |04 29 35.6993754625 +20 11 15.850972612|     ~   |     ~   |     ~   |12.557   |~              
6324|  15714.40|LP 415-292                         |PM*|04 38 54.7206035184 +19 10 55.986372984|     ~   |15.55    |14.04    |13.70    |~              
6325|  15717.53|IRAS 04201+1129                    |FIR|04 22 56.1 +11 36 49                   |     ~   |     ~   |     ~   |     ~   |~              
6326|  15718.18|UCAC4 549-010092                   |*  |04 35 02.5132109489 +19 47 28.426337908|     ~   |12.622   |11.860   |11.991   |~              
6327|  15720.94|UCAC4 551-009911                   |*  |04 32 39.2197520910 +20 01 17.553375884|     ~   |     ~   |     ~   |13.321   |~              
6328|  15720.96|1RXS J043855.1+191100              |X  |04 38 55.1 +19 11 00                   |     ~   |     ~   |     ~   |     ~   |~              
6329|  15725.03|UCAC4 547-010102                   |*  |04 38 30.9851656141 +19 15 54.060584151|     ~   |14.192   |13.455   |13.521   |~              
6330|  15725.15|[DCD2013] MLS J043915.1+190652     |RR*|04 39 15.1210651368 +19 06 52.471427760|     ~   |     ~   |19.62    |     ~   |~              
6331|  15726.12|HG 7-134                           |PM*|04 14 51.6681595872 +19 08 21.020154288|     ~   |13.23    |12.35    |12.22    |~              
6332|  15728.50|UCAC4 552-009668                   |*  |04 26 18.4067046836 +20 13 57.317544865|     ~   |13.713   |12.769   |12.741   |~              
6333|  15728.86|HD 286897                          |*  |04 35 53.4151872624 +12 04 00.330010284|     ~   |10.69    |9.99     |     ~   |F8             
6334|  15741.52|2MFGC 3417                         |G  |04 12 04.373 +13 23 59.32              |     ~   |     ~   |     ~   |     ~   |~              
6335|  15743.89|TYC 676-534-1                      |*  |04 24 35.1895613064 +11 31 58.107789444|     ~   |12.20    |11.59    |     ~   |~              
6336|  15745.74|HD 285470                          |*  |04 09 34.6342427184 +17 10 04.635611076|     ~   |12.23    |11.29    |     ~   |G5             
6337|  15750.15|TYC 676-1079-1                     |PM*|04 25 41.4556893168 +11 30 11.479816404|     ~   |12.99    |11.25    |     ~   |~              
6338|  15751.79|HG 8-70                            |PM*|04 40 45.9252797256 +18 45 25.167004308|     ~   |14.82    |13.54    |13.16    |~              
6339|  15752.59|LP 474-198                         |PM*|04 14 48.6129818880 +12 38 15.986539608|     ~   |18.76    |     ~   |17.3     |~              
6340|  15753.24|CRTS J043000.9+201100              |EB*|04 30 00.9497059440 +20 11 00.491879508|     ~   |     ~   |13.22    |     ~   |~              
6341|  15757.42|TYC 1271-1182-1                    |*  |04 43 36.4298954520 +17 41 59.704726020|     ~   |13.31    |11.50    |     ~   |~              
6342|  15757.63|UCAC4 550-010361                   |*  |04 34 28.2667948886 +19 52 00.304899740|     ~   |13.163   |11.467   |11.191   |~              
6343|  15758.07|LEDA 1487776                       |G  |04 08 51.382 +15 33 28.05              |     ~   |     ~   |     ~   |     ~   |~              
6344|  15763.49|LEDA 1468643                       |G  |04 44 39.9 +14 50 50                   |     ~   |     ~   |     ~   |     ~   |~              
6345|  15763.55|LSPM J0444+1428                    |PM*|04 44 12.1302699432 +14 28 16.970090700|     ~   |20.4     |     ~   |18.3     |~              
6346|  15763.92|Gaia DR3 3306525652802554496       |WD?|04 34 33.0049311576 +11 53 21.994045728|     ~   |     ~   |     ~   |     ~   |~              
6347|  15764.19|2MASS J04443838+1700015            |LM*|04 44 38.38800 +17 00 01.5048          |     ~   |     ~   |     ~   |     ~   |M              
6348|  15764.76|TYC 1259-168-1                     |*  |04 13 55.4713854768 +18 56 26.834750088|     ~   |12.89    |11.12    |     ~   |~              
6349|  15768.91|HD 286760                          |*  |04 23 04.4889249960 +11 35 28.832337744|     ~   |10       |     ~   |     ~   |K0             
6350|  15771.68|LEDA 1446733                       |G  |04 10 34.4 +14 00 32                   |     ~   |     ~   |     ~   |     ~   |~              
6351|  15772.58|Cl* Melotte 25 BJH 177             |*  |04 34 04.3 +19 54 44                   |     ~   |     ~   |     ~   |     ~   |~              
6352|  15773.53|TYC 677-427-1                      |*  |04 33 16.1949637416 +11 45 28.386920880|     ~   |13.54    |11.87    |     ~   |~              
6353|  15775.81|UCAC4 550-010372                   |*  |04 34 38.3332529573 +19 51 15.478190675|     ~   |14.714   |13.696   |13.858   |~              
6354|  15776.42|HD 286582                          |*  |04 11 31.7811031752 +13 34 58.356936408|     ~   |11.68    |10.94    |     ~   |A2             
6355|  15776.89|TYC 1267-485-1                     |PM*|04 45 13.0766655840 +15 47 12.785166132|     ~   |12.46    |12.20    |     ~   |~              
6356|  15780.46|BD+19 720                          |*  |04 27 02.0088054240 +20 15 00.435686652|     ~   |12.878   |11.397   |11.173   |K0             
6357|  15781.14|Cl* Melotte 25 HAN 11              |*  |04 09 54.83 +14 22 43.5                |     ~   |16.89    |15.83    |     ~   |~              
6358|  15784.28|HD 284461                          |PM*|04 28 49.5042674184 +20 13 46.881923232|     ~   |11.33    |10.13    |     ~   |K2             
6359|  15784.70|HD 286704                          |PM*|04 21 47.6718353784 +11 40 05.035200276|     ~   |11.51    |10.86    |     ~   |G5             
6360|  15784.80|Gaia DR2 3410772416111080960       |WD?|04 32 34.5075226584 +20 02 46.250581740|     ~   |     ~   |     ~   |     ~   |~              
6361|  15785.25|Gaia DR3 46921525571719552         |RR?|04 11 32.0167206216 +18 13 31.317978396|     ~   |     ~   |     ~   |     ~   |~              
6362|  15786.35|HD 28593                           |PM*|04 31 15.6941460480 +20 07 59.409279192|     ~   |9.327    |8.572    |8.169    |G8V            
6363|  15786.63|Gaia DR3 3406268575966502912       |*  |04 43 58.7412727176 +17 30 35.068443084|     ~   |     ~   |     ~   |     ~   |~              
6364|  15787.71|TYC 1271-259-1                     |*  |04 43 41.7424338024 +17 40 23.290913316|     ~   |12.57    |10.87    |     ~   |~              
6365|  15787.74|EGGR 29                            |WD*|04 09 28.9040081904 +17 07 54.395653512|14.66    |15.378   |15.323   |15.408   |DA3.2          
6366|  15788.36|LP 474-213                         |PM*|04 15 39.3322846800 +12 26 59.571322044|     ~   |17.71    |     ~   |15.98    |~              
6367|  15788.74|UCAC4 551-009433                   |*  |04 22 38.8736898984 +20 07 43.250344788|     ~   |15.819   |14.449   |14.101   |~              
6368|  15789.63|UCAC4 551-009899                   |*  |04 32 28.6963326535 +20 03 17.392039086|     ~   |     ~   |     ~   |13.433   |~              
6369|  15791.18|[SHM2017] J070.23852+13.06781      |RR*|04 40 57.2407167120 +13 04 04.061301492|     ~   |     ~   |     ~   |     ~   |~              
6370|  15792.18|TYC 1251-335-1                     |*  |04 09 02.9839768272 +16 41 48.405507612|     ~   |12.28    |11.79    |     ~   |~              
6371|  15795.92|MITG J0417+1211                    |Rad|04 17 05.52 +12 11 42.6                |     ~   |     ~   |     ~   |     ~   |~              
6372|  15800.39|1RXS J041028.6+174619              |X  |04 10 28.60 +17 46 19.5                |     ~   |     ~   |     ~   |     ~   |~              
6373|  15800.71|Gaia DR3 144161711162612096        |*  |04 32 20.9447010720 +20 04 02.963127612|     ~   |     ~   |     ~   |     ~   |~              
6374|  15802.43|Gaia DR3 144222424819725952        |*  |04 30 02.6100882367 +20 11 46.440780692|     ~   |     ~   |     ~   |     ~   |~              
6375|  15802.57|UCAC4 551-009766                   |** |04 30 02.624976 +20 11 46.54428        |     ~   |     ~   |     ~   |12.941   |~              
6376|  15802.75|Gaia DR3 144222429116588288        |*  |04 30 02.6340593354 +20 11 46.704734534|     ~   |     ~   |     ~   |     ~   |~              
6377|  15803.12|2MASS J04450130+1512457            |NIR|04 45 01.3400283264 +15 12 45.786372984|     ~   |     ~   |     ~   |     ~   |~              
6378|  15803.77|NVSS J041706+121128                |Rad|04 17 06.00 +12 11 28.7                |     ~   |     ~   |     ~   |     ~   |~              
6379|  15805.75|2MASS J04125942+1842434            |NIR|04 12 59.425 +18 42 43.47              |     ~   |     ~   |     ~   |     ~   |~              
6380|  15806.10|ASASSN-V J043316.56+114456.0       |EB*|04 33 16.5708349700 +11 44 55.720281607|     ~   |14.645   |13.857   |13.942   |~              
6381|  15808.32|ATO J062.3708+14.6682              |V* |04 09 28.9824281516 +14 40 05.889567966|     ~   |     ~   |     ~   |13.916   |~              
6382|  15808.38|HD 285938                          |*  |04 39 22.7035612944 +19 07 06.758466960|     ~   |10.15    |9.58     |     ~   |G0             
6383|  15810.12|TYC 676-1049-1                     |*  |04 26 47.4984033144 +11 28 30.928267272|     ~   |12.30    |11.69    |     ~   |~              
6384|  15812.29|LSPM J0408+1624                    |PM*|04 08 50.7921715848 +16 24 08.930047284|     ~   |17.4     |     ~   |15.5     |~              
6385|  15814.16|TYC 676-1068-1                     |*  |04 23 04.3662077112 +11 34 42.892640400|     ~   |12.50    |11.22    |     ~   |~              
6386|  15814.74|Cl Melotte 25 316                  |SB*|04 41 29.6744745120 +13 13 16.345128720|     ~   |12.66    |11.286   |10.791   |M0.5V          
6387|  15815.20|HD 285491                          |*  |04 08 45.0397191816 +16 07 23.340285588|     ~   |11.13    |9.69     |     ~   |K7             
6388|  15815.79|TYC 1272-536-1                     |*  |04 20 31.4240745888 +19 58 52.202702136|     ~   |13.10    |12.20    |     ~   |~              
6389|  15818.90|1RXS J041751.8+194106              |X  |04 17 51.80 +19 41 06.0                |     ~   |     ~   |     ~   |     ~   |~              
6390|  15821.09|UCAC4 551-009855                   |*  |04 31 35.9586242166 +20 07 23.748969662|     ~   |     ~   |     ~   |12.851   |~              
6391|  15821.41|TYC 1272-604-1                     |*  |04 21 40.9586915472 +20 04 32.801374488|     ~   |12.93    |12.40    |     ~   |~              
6392|  15822.23|Gaia DR2 3306345612070026368       |*  |04 35 29.0595977119 +11 59 00.081247425|     ~   |     ~   |     ~   |     ~   |~              
6393|  15826.90|GB6 B0442+1629                     |Rad|04 45 04.30 +16 34 53.0                |     ~   |     ~   |     ~   |     ~   |~              
6394|  15827.29|SDSS J042944.83+201251.7           |*  |04 29 44.8379791440 +20 12 51.814457388|     ~   |     ~   |     ~   |     ~   |~              
6395|  15827.44|1RXS J043534.2+115934              |X  |04 35 34.200 +11 59 34.01              |     ~   |     ~   |     ~   |     ~   |~              
6396|  15829.56|TYC 1255-388-1                     |*  |04 10 09.8626717056 +17 37 30.768405060|     ~   |11.97    |11.38    |     ~   |~              
6397|  15840.44|IRAS 04227+2008                    |FIR|04 25 42.3 +20 15 22                   |     ~   |     ~   |     ~   |     ~   |~              
6398|  15840.47|LEDA 1523828                       |G  |04 09 20.5 +17 04 00                   |     ~   |     ~   |     ~   |     ~   |~              
6399|  15841.04|[MJR2015] 4449                     |FIR|04 44 43.53360 +17 00 23.0400          |     ~   |     ~   |     ~   |     ~   |~              
6400|  15842.17|LEDA 1407864                       |G  |04 37 53.4 +12 20 45                   |     ~   |     ~   |     ~   |     ~   |~              
6401|  15844.02|TYC 1272-383-1                     |*  |04 18 17.4665771232 +19 44 57.600436812|     ~   |13.37    |11.40    |     ~   |~              
6402|  15844.34|LSPM J0409+1433                    |PM*|04 09 34.6545227544 +14 33 36.228249792|     ~   |17.3     |     ~   |15.3     |~              
6403|  15846.69|TYC 1272-672-1                     |*  |04 16 11.1505082832 +19 26 10.636012392|     ~   |12.35    |11.74    |     ~   |~              
6404|  15847.26|[JRP2012] J044444.0+170022         |Cld|04 44 44.0 +17 00 22                   |     ~   |     ~   |     ~   |     ~   |~              
6405|  15848.49|TYC 1274-836-1                     |*  |04 39 22.6610548992 +19 08 01.831780248|     ~   |12.67    |11.73    |     ~   |~              
6406|  15850.65|NVSS J041925+195306                |Rad|04 19 25.89 +19 53 05.1                |     ~   |     ~   |     ~   |     ~   |~              
6407|  15852.81|IRAS 04108+1848                    |FIR|04 13 44.3 +18 55 49                   |     ~   |     ~   |     ~   |     ~   |~              
6408|  15852.97|HD 29776                           |*  |04 42 13.8059024592 +18 20 49.119319428|     ~   |10.46    |9.33     |     ~   |K0             
6409|  15853.11|1RXS J042321.7+201104              |X  |04 23 21.70 +20 11 04.5                |     ~   |     ~   |     ~   |     ~   |~              
6410|  15854.20|TYC 1275-1225-1                    |*  |04 40 29.3553098256 +18 52 23.472554592|     ~   |12.35    |12.96    |     ~   |~              
6411|  15856.02|ATO J071.3243+16.1186              |V* |04 45 17.8488195544 +16 07 07.134689076|     ~   |16.639   |15.773   |16.085   |~              
6412|  15858.11|LEDA 1401945                       |G  |04 18 23.4 +11 59 18                   |     ~   |     ~   |     ~   |     ~   |~              
6413|  15861.58|LP 415-1026                        |PM*|04 28 56.8713960912 +20 14 53.819629800|     ~   |20.84    |18.54    |     ~   |~              
6414|  15863.90|LEDA 1461018                       |G  |04 09 34.0 +14 33 02                   |     ~   |     ~   |     ~   |     ~   |~              
6415|  15863.98|TYC 676-280-1                      |*  |04 26 52.9830769512 +11 27 36.353494368|     ~   |12.27    |11.64    |     ~   |~              
6416|  15864.32|2MASS J04423187+1814318            |*  |04 42 31.8736845792 +18 14 31.837368444|     ~   |     ~   |     ~   |     ~   |~              
6417|  15866.67|1RXS J044420.3+142814              |*  |04 44 19.2355852512 +14 27 59.848701984|     ~   |     ~   |     ~   |     ~   |M0             
6418|  15869.90|UCAC4 552-009816                   |*  |04 29 12.7426702792 +20 14 36.656080270|     ~   |     ~   |     ~   |12.254   |~              
6419|  15871.65|TYC 677-579-1                      |*  |04 31 08.7362926464 +11 34 27.529156812|     ~   |12.68    |11.55    |     ~   |~              
6420|  15872.36|HD 286761                          |*  |04 24 08.9099136720 +11 30 44.600367744|     ~   |10.47    |9.79     |     ~   |F0             
6421|  15875.44|TYC 695-80-1                       |*  |04 44 45.7280306184 +14 48 47.783720088|     ~   |12.33    |11.67    |     ~   |~              
6422|  15877.84|LP 415-721                         |PM*|04 23 55.7580393504 +20 12 59.022532692|     ~   |11.53    |     ~   |     ~   |~              
6423|  15879.77|HD 286586                          |PM*|04 12 00.7373596993 +13 21 14.046541019|     ~   |11.92    |11.20    |     ~   |G0             
6424|  15883.87|UCAC4 550-010332                   |*  |04 34 01.5290371987 +19 57 00.962670309|     ~   |13.092   |12.414   |12.562   |~              
6425|  15884.04|HD 284405                          |PM*|04 22 42.0282677040 +20 09 32.165380224|     ~   |12.21    |11.94    |11.42    |F5             
6426|  15885.11|HD 286895                          |*  |04 37 14.1075939912 +12 13 05.641741632|     ~   |11.39    |10.13    |     ~   |K0             
6427|  15885.22|ATO J070.3653+18.6146              |EB?|04 41 27.6732511110 +18 36 52.940506464|     ~   |     ~   |     ~   |     ~   |~              
6428|  15885.96|2MASS J04431069+1759197            |PM*|04 43 10.6938798480 +17 59 19.819561452|     ~   |     ~   |     ~   |     ~   |K1V            
6429|  15887.13|UCAC4 535-009818                   |Y*?|04 44 50.3023878864 +16 57 03.803912244|     ~   |14.112   |12.824   |12.627   |~              
6430|  15887.30|Gaia DR2 3409463546302972288       |WD?|04 42 30.3421055712 +18 15 49.667042376|     ~   |     ~   |     ~   |     ~   |~              
6431|  15890.16|PGCC G176.24-19.75                 |MoC|04 25 40.946 +20 16 10.15              |     ~   |     ~   |     ~   |     ~   |~              
6432|  15892.65|HD 284345                          |PM*|04 19 03.5442936576 +19 51 24.165696348|     ~   |11.32    |9.89     |9.26     |K7             
6433|  15895.66|UCAC4 547-010087                   |*  |04 38 19.7221167770 +19 21 40.779719794|     ~   |14.116   |13.223   |13.135   |~              
6434|  15897.22|TYC 677-3-1                        |*  |04 29 44.7616144944 +11 30 05.080415544|     ~   |13.86    |11.61    |     ~   |~              
6435|  15897.29|UCAC4 548-010099                   |*  |04 37 08.099808 +19 33 53.96400        |     ~   |14.297   |13.384   |13.290   |~              
6436|  15899.29|BD+19 722                          |*  |04 27 08.1534794976 +20 16 58.868176656|     ~   |12.74    |12.31    |     ~   |A0             
6437|  15901.02|ATO J065.4980+11.6203              |V* |04 21 59.5354784012 +11 37 13.185778611|     ~   |     ~   |     ~   |     ~   |~              
6438|  15902.00|TYC 690-521-1                      |*  |04 38 09.1677877584 +12 22 24.071088576|     ~   |12.07    |11.27    |     ~   |~              
6439|  15903.25|GB6 B0409+1828                     |Rad|04 12 29.30 +18 36 27.0                |     ~   |     ~   |     ~   |     ~   |~              
6440|  15903.41|IRAS 04413+1416                    |FIR|04 44 12.9 +14 21 56                   |     ~   |     ~   |     ~   |     ~   |~              
6441|  15903.58|TYC 1273-1019-1                    |*  |04 31 36.4808161464 +20 08 47.061127140|     ~   |13.16    |11.44    |     ~   |~              
6442|  15905.12|ATO J066.1938+11.4816              |V* |04 24 46.5280807862 +11 28 54.222247659|     ~   |     ~   |     ~   |14.569   |~              
6443|  15907.02|HD 285471                          |*  |04 09 22.4611220760 +17 09 43.716420972|     ~   |9.67     |9.10     |     ~   |F5             
6444|  15908.41|LAMOST J040837.36+155313.8         |G  |04 08 37.365 +15 53 13.88              |     ~   |     ~   |     ~   |     ~   |~              
6445|  15909.65|NVSS J044139+183400                |Rad|04 41 39.01 +18 34 03.3                |     ~   |     ~   |     ~   |     ~   |~              
6446|  15911.53|HD 286929                          |PM*|04 39 50.9725915968 +12 43 42.521650068|     ~   |11.077   |9.992    |9.368    |K7             
6447|  15912.47|HD 285972                          |*  |04 42 27.4639389072 +18 17 40.745533056|     ~   |11.42    |10.88    |     ~   |A              
6448|  15912.73|UCAC4 552-009799                   |*  |04 29 00.6726208725 +20 15 39.465625526|     ~   |     ~   |     ~   |13.043   |~              
6449|  15914.34|LP 474-155                         |PM*|04 10 29.9786967120 +13 57 17.790198300|     ~   |15.70    |14.71    |14.22    |~              
6450|  15914.67|HD 285971                          |*  |04 41 41.8424113056 +18 33 18.205902792|     ~   |10.36    |9.73     |     ~   |F8             
6451|  15917.39|1RXS J043951.3+124339              |X  |04 39 51.30 +12 43 39.0                |     ~   |     ~   |     ~   |     ~   |~              
6452|  15917.94|TYC 1273-137-1                     |*  |04 24 51.3565968840 +20 15 31.933732320|     ~   |13.01    |12.03    |     ~   |~              
6453|  15917.96|UCAC4 550-010360                   |*  |04 34 27.2364380837 +19 55 02.426640448|     ~   |13.071   |12.390   |12.567   |~              
6454|  15918.06|SDSS J040836.75+155149.4           |WD*|04 08 36.7496915544 +15 51 49.468210632|     ~   |     ~   |     ~   |     ~   |DBAH:          
6455|  15919.35|HD 27798                           |*  |04 23 43.2251052960 +11 31 00.933334284|     ~   |9.01     |8.65     |     ~   |A0             
6456|  15919.50|UCAC4 546-010237                   |*  |04 39 21.6907327358 +19 09 50.591899277|     ~   |13.921   |13.024   |13.133   |~              
6457|  15921.36|TYC 676-978-1                      |*  |04 24 51.9048597960 +11 28 28.416446652|     ~   |12.57    |11.66    |     ~   |~              
6458|  15925.65|NVSS J044426+171904                |Rad|04 44 26.60 +17 19 03.9                |     ~   |     ~   |     ~   |     ~   |~              
6459|  15928.68|HD 286581                          |*  |04 10 57.1265871288 +13 44 14.017676316|     ~   |10       |     ~   |     ~   |G              
6460|  15931.33|HD 285973                          |PM*|04 42 52.2635250864 +18 08 41.591835744|     ~   |11.18    |10.31    |     ~   |G6V            
6461|  15931.81|ATO J062.7393+13.7330              |V* |04 10 57.4452010315 +13 43 59.344579569|     ~   |14.788   |14.007   |13.468   |~              
6462|  15933.27|UCAC4 547-010114                   |*  |04 38 39.7604224173 +19 18 41.480525588|     ~   |14.491   |13.211   |13.016   |~              
6463|  15934.84|StKM 1-506                         |PM*|04 43 43.6672185504 +17 45 21.217959036|     ~   |     ~   |12.383   |12.066   |K7             
6464|  15937.78|Gaia DR3 3308743990528892800       |Y*?|04 43 38.2778326488 +14 00 33.104529036|     ~   |     ~   |     ~   |     ~   |~              
6465|  15938.15|IRAS 04419+1655                    |FIR|04 44 50.1 +17 00 47                   |     ~   |     ~   |     ~   |     ~   |~              
6466|  15941.67|2MASS J04114690+1324166            |Sy1|04 11 46.9039467936 +13 24 16.726719528|     ~   |     ~   |17.40    |     ~   |~              
6467|  15942.09|2MASS J04415322+1317239            |AG?|04 41 53.2277216328 +13 17 24.020909700|     ~   |     ~   |     ~   |     ~   |~              
6468|  15947.67|Gaia DR2 3406140139264699520       |WD?|04 45 10.8186628680 +16 37 53.219487036|     ~   |     ~   |     ~   |     ~   |~              
6469|  15948.31|[DCD2013] MLS J040834.6+155231     |RR*|04 08 34.6227482328 +15 52 31.286655804|     ~   |     ~   |18.26    |     ~   |~              
6470|  15952.86|HD 285455                          |*  |04 10 52.6179696600 +18 03 06.658978140|     ~   |12.35    |11.89    |     ~   |A2             
6471|  15958.14|UCAC4 546-010263                   |*  |04 39 35.6463012933 +19 07 40.707112004|     ~   |13.073   |12.518   |12.466   |~              
6472|  15965.52|TGU H1299 P1                       |DNe|04 45 12.0 +16 38 00                   |     ~   |     ~   |     ~   |     ~   |~              
6473|  15965.52|TGU H1299                          |DNe|04 45 12.0 +16 38 00                   |     ~   |     ~   |     ~   |     ~   |~              
6474|  15966.23|HD 285528                          |*  |04 09 38.0306455344 +14 24 52.657908948|     ~   |12.46    |11.91    |     ~   |F8             
6475|  15970.31|IRAS 04061+1643                    |FIR|04 08 58.7 +16 51 51                   |     ~   |     ~   |     ~   |     ~   |~              
6476|  15970.51|ATO J066.2139+11.4610              |V* |04 24 51.3321335602 +11 27 39.915905582|     ~   |17.152   |16.471   |13.924   |~              
6477|  15970.71|IRAS 04345+1206                    |FIR|04 37 19.2 +12 12 12                   |     ~   |     ~   |     ~   |     ~   |~              
6478|  15974.34|LEDA 1616227                       |G  |04 21 21.0 +20 05 45                   |     ~   |     ~   |     ~   |     ~   |~              
6479|  15979.37|ATO J071.3630+16.0427              |Y*?|04 45 27.1219919184 +16 02 33.885449448|     ~   |     ~   |     ~   |     ~   |~              
6480|  15980.18|1RXS J042738.0+201811              |X  |04 27 38.00 +20 18 11.0                |     ~   |     ~   |     ~   |     ~   |~              
6481|  15981.41|SDSS J040903.61+145149.0           |QSO|04 09 03.6167647776 +14 51 49.057844292|     ~   |     ~   |     ~   |     ~   |~              
6482|  15981.70|Gaia DR3 3306156079457233280       |*  |04 28 00.6342013392 +11 26 02.738508288|     ~   |     ~   |     ~   |     ~   |~              
6483|  15987.89|SDSS J040833.90+161110.2           |LM*|04 08 33.8896278984 +16 11 10.328521524|     ~   |     ~   |     ~   |     ~   |M0V            
6484|  15988.37|HD 285939                          |*  |04 39 45.6368162208 +19 06 08.308084644|     ~   |11.18    |10.25    |     ~   |K0             
6485|  15988.93|BPS BS 17571-0057                  |*  |04 22 31.5888862512 +11 33 36.596781468|     ~   |13.21    |12.67    |12.58    |~              
6486|  15990.18|PGCC G176.18-24.96                 |MoC|04 08 58.300 +16 52 55.10              |     ~   |     ~   |     ~   |     ~   |~              
6487|  15990.68|TYC 695-368-1                      |*  |04 44 49.0733759040 +14 44 21.025919508|     ~   |12.57    |11.00    |     ~   |~              
6488|  15992.20|KUV 04425+1525                     |*  |04 45 23.8010271504 +15 30 28.388472408|     ~   |16.39    |16.12    |     ~   |B              
6489|  15994.95|ATO J071.3520+15.5304              |V* |04 45 24.4948715636 +15 31 49.644158054|     ~   |     ~   |     ~   |     ~   |~              
6490|  15996.26|TYC 677-573-1                      |*  |04 35 11.3986128624 +11 53 32.660192760|     ~   |13.03    |11.98    |     ~   |~              
6491|  15998.43|GB6 B0439+1321                     |Rad|04 42 24.60 +13 26 45.0                |     ~   |     ~   |     ~   |     ~   |~              
6492|  15999.07|ATO J062.8062+18.2194              |V* |04 11 13.4863755746 +18 13 10.578358196|     ~   |16.542   |14.973   |14.757   |~              
